	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
4438	1519383	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	1992	nM	1992	nM	IC50		IC50		=	5.70	InChI=1S/C22H32N/c1-4-6-8-10-12-14-17-21-19-16-20-22(23(21)3)18-15-13-11-9-7-5-2/h16,19-20H,4-13H2,1-3H3/q+1	CCCCCCC#Cc1cccc(C#CCCCCCC)[n+]1C
4865	1586889	CHEMBL2444347	Inhibition of human ERG channel expressed in CHO cells by whole cell patch clamp technique	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C25H24N4O4S/c1-18-8-11-22(12-9-18)34(31,32)28-26-15-19-16-29(24-13-10-21(33-2)14-23(19)24)17-25(30)27-20-6-4-3-5-7-20/h3-16,28H,17H2,1-2H3,(H,27,30)/b26-15+	COc1ccc2c(c1)c(\C=N\NS(=O)(=O)c3ccc(C)cc3)cn2CC(=O)Nc4ccccc4
6054	1946272	CHEMBL3578413	Displacement of [3H]-astemizole from human ERG expressed in HEK293 cells after 60 mins by scintillation counting analysis	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C20H30FN3O/c1-16(2)23-11-13-24(14-12-23)20(25)18-5-3-17(4-6-18)15-22-9-7-19(21)8-10-22/h3-6,16,19H,7-15H2,1-2H3	CC(C)N1CCN(CC1)C(=O)c2ccc(CN3CCC(F)CC3)cc2
2853	1176322	CHEMBL1831617	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells after 1 hr	Homo sapiens		HEK293	=	10	uM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C24H27F3N4O3/c25-24(26,27)17-3-1-2-16(10-17)23(34)29-12-22(33)30-18-13-31(14-18)19-6-4-15(5-7-19)21-9-8-20(32)11-28-21/h1-3,8-11,15,18-19,32H,4-7,12-14H2,(H,29,34)(H,30,33)/t15-,19-	Oc1ccc(nc1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F
1289	564250	CHEMBL1053229	Displacement of [35S]MK499 from human ERG potassium channel expressed in HEK293 cells	Homo sapiens		HEK293	>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C31H40N4O3/c1-22(23-10-13-26(37-4)14-11-23)33-25-12-15-27(30(2,3)20-25)28(36)35-18-16-31(17-19-35,29-34-32-21-38-29)24-8-6-5-7-9-24/h5-11,13-14,21-22,25,27,33H,12,15-20H2,1-4H3/t22-,25-,27+/m1/s1	COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(c4ccccc4)c5ocnn5)C(C)(C)C2
2494	1166776	CHEMBL1810388	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C25H27ClN8O2/c1-16(27)24(35)33-11-9-32(10-12-33)17-6-7-19(21(13-17)36-2)30-25-29-14-18(26)23(31-25)20-15-28-22-5-3-4-8-34(20)22/h3-8,13-16H,9-12,27H2,1-2H3,(H,29,30,31)/t16-/m1/s1	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@@H](C)N
3932	1428496	CHEMBL2166761	Inhibition of human ERG by Ionworks assay	Homo sapiens			=	35	uM	35000	nM	IC50		IC50		=	4.46	InChI=1S/C24H28N6O4/c1-33-18-3-4-19-20(12-18)30(23(32)14-26-19)11-10-29-8-6-16(7-9-29)25-13-17-2-5-21-24(27-17)28-22(31)15-34-21/h2-5,12,14,16,25H,6-11,13,15H2,1H3,(H,27,28,31)	COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
2160	581912	CHEMBL1648563	Displacement of [35S]N-[(4R)-10-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,40-piperidin]-6-yl]methanesulfonamide from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	9	nM	9	nM	IC50		IC50		=	8.05	InChI=1S/C24H25FN2O3/c25-20-5-3-19(4-6-20)18-30-23-11-14-27(24(28)17-23)21-7-9-22(10-8-21)29-16-15-26-12-1-2-13-26/h3-11,14,17H,1-2,12-13,15-16,18H2	Fc1ccc(COC2=CC(=O)N(C=C2)c3ccc(OCCN4CCCC4)cc3)cc1
5174	1727515	CHEMBL3226599	Displacement of [3H]dofetilide from human ERG expressed in CHO cells after 30 mins by FluxOR thallium assay	Homo sapiens			=	1.28	uM	1280	nM	IC50		IC50		=	5.89	InChI=1S/C25H27F3N6O3/c1-2-6-29-24(35)33-9-7-32(8-10-33)20-14-21-22(12-18(25(26,27)28)13-23(21)31-16-20)30-15-17-4-3-5-19(11-17)34(36)37/h3-5,11-14,16,30H,2,6-10,15H2,1H3,(H,29,35)	CCCNC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F
4563	1523252	CHEMBL2342727	Inhibition of human ERG	Homo sapiens			=	17	uM	17000	nM	IC50		IC50		=	4.77	InChI=1S/C25H31FN2O/c1-28-12-10-25(11-13-28,21-6-8-22(26)9-7-21)17-29-16-23-14-20(18-2-3-18)15-24(27-23)19-4-5-19/h6-9,14-15,18-19H,2-5,10-13,16-17H2,1H3	CN1CCC(COCc2cc(cc(n2)C3CC3)C4CC4)(CC1)c5ccc(F)cc5
1606	617860	CHEMBL1112305	Inhibition of human ERG	Homo sapiens			=	19800	nM	19800	nM	IC50		IC50		=	4.70	InChI=1S/C15H20Cl2N2O/c1-10(2)9-19(12-5-6-18-8-12)15(20)13-7-11(16)3-4-14(13)17/h3-4,7,10,12,18H,5-6,8-9H2,1-2H3/t12-/m0/s1	CC(C)CN([C@H]1CCNC1)C(=O)c2cc(Cl)ccc2Cl
5253	1724299	CHEMBL3224193	Inhibition of human ERG	Homo sapiens			=	70	uM	70000	nM	IC50		IC50		=	4.16	InChI=1S/C24H26N4O5/c1-16(15-29)32-20-12-18(23(30)25-22-8-11-27(2)26-22)13-21(14-20)33-19-6-4-17(5-7-19)24(31)28-9-3-10-28/h4-8,11-14,16,29H,3,9-10,15H2,1-2H3,(H,25,26,30)/t16-/m0/s1	C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4ccn(C)n4
2749	1173135	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	4600	nM	4600	nM	IC50		IC50		=	5.34	InChI=1S/C21H30FN3O2/c22-16-6-8-18(9-7-16)27-19-14-20(23-15-19)21(26)25-11-3-10-24(12-13-25)17-4-1-2-5-17/h6-9,17,19-20,23H,1-5,10-15H2	Fc1ccc(OC2CNC(C2)C(=O)N3CCCN(CC3)C4CCCC4)cc1
2656	489945	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	2500	nM	2500	nM	IC50		IC50		=	5.60	InChI=1S/C22H24FN3O2/c1-16-24-21-10-5-17(23)15-20(21)22(27)26(16)18-6-8-19(9-7-18)28-14-4-13-25-11-2-3-12-25/h5-10,15H,2-4,11-14H2,1H3	CC1=Nc2ccc(F)cc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3
4134	1441659	CHEMBL2187242	Inhibition of human ERG expressed in CHO cells	Homo sapiens		CHO	=	3.08	uM	3080	nM	IC50		IC50		=	5.51	InChI=1S/C19H26N4O2/c1-25-16-8-5-7-15(13-16)17-14-18(22-21-17)20-19(24)9-6-12-23-10-3-2-4-11-23/h5,7-8,13-14H,2-4,6,9-12H2,1H3,(H2,20,21,22,24)	COc1cccc(c1)c2cc(NC(=O)CCCN3CCCCC3)[nH]n2
5451	1822269	CHEMBL3387701	Inhibition of human ERG	Homo sapiens			=	0.6	uM	600	nM	IC50		IC50		=	6.22	InChI=1S/C22H30Cl2F2N4O2S/c1-14-20(15(2)29(4)27-14)30(22(25)26)33(31,32)21-18(23)12-17(13-19(21)24)7-5-6-16-8-10-28(3)11-9-16/h12-13,16,22H,5-11H2,1-4H3	CN1CCC(CCCc2cc(Cl)c(c(Cl)c2)S(=O)(=O)N(C(F)F)c3c(C)nn(C)c3C)CC1
5446	1822165	CHEMBL3383394	Inhibition of human ERG by patch clamp based electrophysiology method	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C22H24F4N4O7S/c1-14-10-29(20(31)36-21(12-34-13-21)22(24,25)26)5-6-30(14)19-27-8-17(9-28-19)35-11-15-3-4-16(7-18(15)23)37-38(2,32)33/h3-4,7-9,14H,5-6,10-13H2,1-2H3/t14-/m1/s1	C[C@@H]1CN(CCN1c2ncc(OCc3ccc(OS(=O)(=O)C)cc3F)cn2)C(=O)OC4(COC4)C(F)(F)F
2477	1166759	CHEMBL1810388	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	5.3	uM	5300	nM	IC50		IC50		=	5.28	InChI=1S/C24H24ClN7O2/c1-33-21-8-15(31-13-16-9-26-10-17(14-31)34-16)5-6-19(21)29-24-28-11-18(25)23(30-24)20-12-27-22-4-2-3-7-32(20)22/h2-8,11-12,16-17,26H,9-10,13-14H2,1H3,(H,28,29,30)	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CNCC(C5)O6
5276	1731679	CHEMBL3243551	Inhibition of human ERG by FLIPR assay	Homo sapiens			>	80	uM	80000	nM	IC50		IC50		>		InChI=1S/C23H33F3N4O4S/c1-14(2)29(3)16-8-9-19(15(12-16)13-35(4,33)34)30-11-10-18(22(30)32)28-21(31)17-6-5-7-20(27-17)23(24,25)26/h5-7,14-16,18-19H,8-13H2,1-4H3,(H,28,31)/t15-,16+,18-,19-/m0/s1	CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)C)C1)N2CC[C@H](NC(=O)c3cccc(n3)C(F)(F)F)C2=O
5479	1817519	CHEMBL3389028	Inhibition of human ERG	Homo sapiens			=	17.5	uM	17500	nM	IC50		IC50		=	4.76	InChI=1S/C27H31N7O2/c1-6-26(35)30-22-15-23(25(36-5)16-24(22)34(4)14-13-33(2)3)32-27-28-12-11-21(31-27)19-17-29-20-10-8-7-9-18(19)20/h6-12,15-17,29H,1,13-14H2,2-5H3,(H,30,35)(H,28,31,32)	COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2nccc(n2)c3c[nH]c4ccccc34
2205	1066878	CHEMBL1670716	Inhibition of human ERG expressed in CHO cells	Homo sapiens		CHO	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C28H23ClF3N7O/c29-18-9-6-16(7-10-18)27-33-23-13-19(30)20(31)14-24(23)39(27)25(15-4-2-1-3-5-15)28(40)34-22-11-8-17(12-21(22)32)26-35-37-38-36-26/h6-15,25H,1-5H2,(H,34,40)(H,35,36,37,38)/t25-/m0/s1	Fc1cc2nc(c3ccc(Cl)cc3)n([C@@H](C4CCCCC4)C(=O)Nc5ccc(cc5F)c6nnn[nH]6)c2cc1F
5560	1785643	CHEMBL3378637	Inhibition of human ERG by MK-499 displacement binding analysis	Homo sapiens			=	625	nM	625	nM	IC50		IC50		=	6.20	InChI=1S/C32H28FN7O2/c1-3-42-31(41)25-9-6-10-28(36-25)32(20-16-35-40(2)18-20)29-23(22-7-4-5-8-24(22)37-29)15-26(39-32)30-34-17-27(38-30)19-11-13-21(33)14-12-19/h4-14,16-18,26,37,39H,3,15H2,1-2H3,(H,34,38)/t26-,32-/m1/s1	CCOC(=O)c1cccc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7
4795	1578346	CHEMBL2422520	Inhibition of human ERG	Homo sapiens			>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C23H19N3O2/c1-26(23(27)18-12-14-24-15-13-18)20-8-10-21(11-9-20)28-16-19-7-6-17-4-2-3-5-22(17)25-19/h2-15H,16H2,1H3	CN(C(=O)c1ccncc1)c2ccc(OCc3ccc4ccccc4n3)cc2
734	6579	CHEMBL949428	Inhibition of human cloned ERG	Homo sapiens			=	2.5	uM	2500	nM	IC50		IC50		=	5.60	InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
1989	690671	CHEMBL1225864	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	1.3	uM	1300	nM	IC50		IC50		=	5.89	InChI=1S/C20H23N3O2/c21-20(24)15-6-9-19(22-12-15)25-18-10-16-7-8-17(11-18)23(16)13-14-4-2-1-3-5-14/h1-6,9,12,16-18H,7-8,10-11,13H2,(H2,21,24)/t16-,17+,18+	NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)nc1
282	303951	CHEMBL914485	Inhibition of hERG receptor	Homo sapiens			=	6.1	uM	6100	nM	IC50		IC50		=	5.22	InChI=1S/C28H39N3O4/c1-7-31(8-2)23-14-12-22(13-15-23)29-26(32)28(30(5)27(33)35-19-20(3)4)17-16-21-10-9-11-25(34-6)24(21)18-28/h9-15,20H,7-8,16-19H2,1-6H3,(H,29,32)	CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1
5426	1795367	CHEMBL3390017	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells by scintillation counting method	Homo sapiens			=	210	nM	210	nM	IC50		IC50		=	6.68	InChI=1S/C31H31NO/c33-31(28-12-6-2-7-13-28,29-14-8-3-9-15-29)30-20-22-32(23-21-30)24-25-16-18-27(19-17-25)26-10-4-1-5-11-26/h1-19,30,33H,20-24H2	OC(C1CCN(Cc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5
3139	1277401	CHEMBL1947877	Inhibition of human ERG	Homo sapiens			=	12	uM	12000	nM	IC50		IC50		=	4.92	InChI=1S/C31H34FN3O2/c1-4-34(3)31(37)26-13-11-24(12-14-26)30(28-7-5-6-8-29(28)33-22(2)36)25-17-19-35(20-18-25)21-23-9-15-27(32)16-10-23/h5-16H,4,17-21H2,1-3H3,(H,33,36)	CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)C
2726	568042	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	12789.47368	nM	12789.47	nM	IC50		IC50		=	4.89	InChI=1S/C24H32N2O3S/c1-19-3-2-15-26(19)16-12-20-4-6-21(7-5-20)22-8-10-24(11-9-22)30(27,28)25-23-13-17-29-18-14-23/h4-11,19,23,25H,2-3,12-18H2,1H3/t19-/m1/s1	C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)NC4CCOCC4
1613	617937	CHEMBL1112305	Inhibition of human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C15H20ClFN2O/c1-10(2)9-19(11-6-7-18-8-11)15(20)12-4-3-5-13(17)14(12)16/h3-5,10-11,18H,6-9H2,1-2H3/t11-/m0/s1	CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(F)c2Cl
1479	576770	CHEMBL1039970	Inhibition of human ERG by channel flux assay	Homo sapiens			>	80	uM	80000	nM	IC50		IC50		>		InChI=1S/C21H20N4O3/c1-14-13-24(20(27)15-6-3-2-4-7-15)10-11-25(14)21(28)19(26)16-12-23-17-8-5-9-22-18(16)17/h2-9,12,14,23H,10-11,13H2,1H3/t14-/m1/s1	C[C@@H]1CN(CCN1C(=O)C(=O)c2c[nH]c3cccnc23)C(=O)c4ccccc4
5460	1820386	CHEMBL3381617	Inhibition of human ERG expressed in CHO cells by Rb efflux assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C25H38N2O2/c28-23(19-26-17-16-25(29)14-7-2-8-15-25)27-18-13-20-9-5-6-12-22(20)24(27)21-10-3-1-4-11-21/h5-6,9,12,21,24,26,29H,1-4,7-8,10-11,13-19H2	OC1(CCNCC(=O)N2CCc3ccccc3C2C4CCCCC4)CCCCC1
5504	1819766	CHEMBL3381295	Inhibition of human ERG channel by patch clamp technique	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C22H17N7O2S/c30-32(31,17-8-9-17)18-3-1-2-16(12-18)19-10-11-21-23-13-20(29(21)26-19)14-4-6-15(7-5-14)22-24-27-28-25-22/h1-7,10-13,17H,8-9H2,(H,24,25,27,28)	O=S(=O)(C1CC1)c2cccc(c2)c3ccc4ncc(c5ccc(cc5)c6nnn[nH]6)n4n3
2648	452941	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	1700	nM	1700	nM	IC50		IC50		=	5.77	InChI=1S/C24H29N3O2/c1-2-27-23(25-22-10-5-4-9-21(22)24(27)28)19-11-13-20(14-12-19)29-18-8-17-26-15-6-3-7-16-26/h4-5,9-14H,2-3,6-8,15-18H2,1H3	CCN1C(=O)c2ccccc2N=C1c3ccc(OCCCN4CCCCC4)cc3
4967	584268	CHEMBL3096731	Inhibition of human ERG channel expressed in HEK293 cells after 15 mins by whole-cell patch clamp technique	Homo sapiens			=	50	nM	50	nM	IC50		IC50		=	7.30	InChI=1S/C21H37ClN.C7H8O3S/c1-4-7-8-9-11-18-23(5-2,6-3)19-12-10-13-20-14-16-21(22)17-15-20;1-6-2-4-7(5-3-6)11(8,9)10/h14-17H,4-13,18-19H2,1-3H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1	CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc2ccc(cc2)S(=O)(=O)[O-]
2027	706347	CHEMBL1259359	Inhibition of human ERG	Homo sapiens			=	4.6	nM	4.6	nM	IC50		IC50		=	8.34	InChI=1S/C23H28N2O3/c1-15(16-5-3-7-20(11-16)27-2)25-18-9-10-19(25)14-22(13-18)28-21-8-4-6-17(12-21)23(24)26/h3-8,11-12,15,18-19,22H,9-10,13-14H2,1-2H3,(H2,24,26)/t15-,18-,19+,22-/m1/s1	COc1cccc(c1)[C@@H](C)N2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N
2495	1166777	CHEMBL1810388	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	4.3	uM	4300	nM	IC50		IC50		=	5.37	InChI=1S/C24H24ClN7O2/c1-16(33)30-9-11-31(12-10-30)17-6-7-21(34-2)19(13-17)28-24-27-14-18(25)23(29-24)20-15-26-22-5-3-4-8-32(20)22/h3-8,13-15H,9-12H2,1-2H3,(H,27,28,29)	COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
6659	2061575	CHEMBL3761659	Inhibition of human ERG expressed in CHO cells by patch plate method	Homo sapiens			>	5	uM	5000	nM	IC50		IC50		>		InChI=1S/C24H31ClFN3/c1-15(29-23-20-3-2-19(25)9-22(20)28-13-21(23)26)4-5-27-14-24-10-16-6-17(11-24)8-18(7-16)12-24/h2-3,9,13,15-18,27H,4-8,10-12,14H2,1H3,(H,28,29)	CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc4c(F)cnc5cc(Cl)ccc45
1734	621358	CHEMBL1110812	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	29.3	uM	29300	nM	IC50		IC50		=	4.53	InChI=1S/C28H25ClN2O6/c1-18-6-12-23(13-7-18)37-28(34)31(16-26(32)33)15-20-4-3-5-24(14-20)35-17-25-19(2)36-27(30-25)21-8-10-22(29)11-9-21/h3-14H,15-17H2,1-2H3,(H,32,33)	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(Cl)cc4)c2)cc1
4324	1515015	CHEMBL2320519	Inhibition of human ERG assessed as [3H]astemizole binding activity	Homo sapiens			=	8.3	uM	8300	nM	IC50		IC50		=	5.08	InChI=1S/C25H28F3N7O/c26-25(27,28)16-5-8-21-19(10-16)24(33-14-32-21)31-11-22(36)34-17-12-35(13-17)18-6-3-15(4-7-18)23-20(29)2-1-9-30-23/h1-2,5,8-10,14-15,17-18H,3-4,6-7,11-13,29H2,(H,34,36)(H,31,32,33)/t15-,18+	Nc1cccnc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F
4354	1520662	CHEMBL2328742	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C16H19N5S/c1-20-5-4-13(19-20)10-21-6-2-11-8-14-15(22-16(17)18-14)9-12(11)3-7-21/h4-5,8-9H,2-3,6-7,10H2,1H3,(H2,17,18)	Cn1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)n1
1984	690595	CHEMBL1225864	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	1.1	uM	1100	nM	IC50		IC50		=	5.96	InChI=1S/C22H26N2O2/c1-15-20(22(23)25)8-5-9-21(15)26-19-12-17-10-11-18(13-19)24(17)14-16-6-3-2-4-7-16/h2-9,17-19H,10-14H2,1H3,(H2,23,25)/t17-,18+,19+	Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N
2825	632468	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	6800	nM	6800	nM	IC50		IC50		=	5.17	InChI=1S/C20H28N2/c1-15-6-5-12-22(15)13-11-16-7-9-18-17(14-16)8-10-19(21-18)20(2,3)4/h7-10,14-15H,5-6,11-13H2,1-4H3/t15-/m1/s1	C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)C(C)(C)C
6328	1959600	CHEMBL3610296	Inhibition of human ERG by IonWorks assay	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C30H29N7O4S/c1-19-14-26-27(15-21(19)17-31)35-30(34-26)20-8-10-36(11-9-20)12-13-37-28-16-23(18-33-25(28)6-7-29(37)38)41-22-2-4-24(5-3-22)42(32,39)40/h2-7,14-16,18,20H,8-13H2,1H3,(H,34,35)(H2,32,39,40)	Cc1cc2[nH]c(nc2cc1C#N)C3CCN(CCN4C(=O)C=Cc5ncc(Oc6ccc(cc6)S(=O)(=O)N)cc45)CC3
5152	1624326	CHEMBL3132256	Inhibition of human ERG expressed in CHOK1 cells by electrophysiological analysis	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C20H35N3O2/c1-16(2)21-9-11-23(12-10-21)19(24)18-15-20(18)5-7-22(8-6-20)17-3-13-25-14-4-17/h16-18H,3-15H2,1-2H3	CC(C)N1CCN(CC1)C(=O)C2CC23CCN(CC3)C4CCOCC4
519	434759	CHEMBL933193	Inhibition of human ERG by FLIPR assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C30H28N2O6/c1-19-26(31-28(38-19)21-6-4-3-5-7-21)16-17-37-24-12-8-20(9-13-24)18-25-27(30(34)35)32(29(25)33)22-10-14-23(36-2)15-11-22/h3-15,25,27H,16-18H2,1-2H3,(H,34,35)/t25-,27-/m1/s1	COc1ccc(cc1)N2[C@H]([C@@H](Cc3ccc(OCCc4nc(oc4C)c5ccccc5)cc3)C2=O)C(=O)O
4320	1515019	CHEMBL2320519	Inhibition of human ERG assessed as [3H]astemizole binding activity	Homo sapiens			=	25.7	uM	25700	nM	IC50		IC50		=	4.59	InChI=1S/C24H27F3N6O2S/c1-14-30-19-3-2-15(24(25,26)27)8-18(19)22(31-14)29-10-21(34)32-16-11-33(12-16)17-4-6-23(35,7-5-17)20-9-28-13-36-20/h2-3,8-9,13,16-17,35H,4-7,10-12H2,1H3,(H,32,34)(H,29,30,31)/t17-,23-	Cc1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@](O)(CC3)c4cncs4)c5cc(ccc5n1)C(F)(F)F
3641	1347600	CHEMBL2045992	Binding affinity to human Erg	Homo sapiens			=	20	uM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C31H29N7O5/c1-19-4-3-11-32-25(19)17-36-12-9-31(10-13-36)29(42)37(30(43)38(31)26-15-27(39)35-18-34-26)22-6-8-24(33-16-22)23-7-5-21(28(40)41)14-20(23)2/h3-8,11,14-16,18H,9-10,12-13,17H2,1-2H3,(H,40,41)(H,34,35,39)	Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(nc4)c5ccc(cc5C)C(=O)O)c6cc(O)ncn6
2227	1594240	CHEMBL1687412	Displacement of labeled dofetilide from human ERG	Homo sapiens			>=	10	uM	10000	nM	IC50		IC50		>=		InChI=1S/C30H43F2N5O/c1-20(2)28-35-34-21(3)37(28)27-17-25-9-10-26(18-27)36(25)16-13-24(22-7-5-4-6-8-22)19-33-29(38)23-11-14-30(31,32)15-12-23/h4-8,20,23-27H,9-19H2,1-3H3,(H,33,38)/t24?,25-,26+,27+	CC(C)c1nnc(C)n1[C@H]2C[C@H]3CC[C@@H](C2)N3CCC(CNC(=O)C4CCC(F)(F)CC4)c5ccccc5
1617	617991	CHEMBL1112305	Inhibition of human ERG	Homo sapiens			=	12900	nM	12900	nM	IC50		IC50		=	4.89	InChI=1S/C18H28N2O/c1-13(2)12-20(15-9-10-19-11-15)18(21)17-8-6-5-7-16(17)14(3)4/h5-8,13-15,19H,9-12H2,1-4H3/t15-/m0/s1	CC(C)CN([C@H]1CCNC1)C(=O)c2ccccc2C(C)C
6245	1958060	CHEMBL3607541	Inhibition of human ERG assessed as reduction in MK499 competitive binding	Homo sapiens			=	11.3	uM	11300	nM	IC50		IC50		=	4.95	InChI=1S/C29H33FN6O5/c30-19-12-32-21-2-4-25(41-23-14-38-13-20(23)31)36-26(21)18(19)5-6-29-9-7-28(8-10-29,16-40-29)33-11-17-1-3-22-27(34-17)35-24(37)15-39-22/h1-4,12,20,23,33H,5-11,13-16,31H2,(H,34,35,37)/t20-,23-,28?,29?/m1/s1	N[C@@H]1COC[C@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2
5410	1760348	CHEMBL3296720	Inhibition of human ERG	Homo sapiens			=	4.5	uM	4500	nM	IC50		IC50		=	5.35	InChI=1S/C14H15Cl2N3O/c15-9-3-4-10(11(16)5-9)13(20)7-19-6-12(8-1-2-8)18-14(19)17/h3-6,8,13,20H,1-2,7H2,(H2,17,18)	Nc1nc(cn1CC(O)c2ccc(Cl)cc2Cl)C3CC3
3088	1272920	CHEMBL1938199	Inhibition of human Erg by whole cell patch clamp electrophysiology	Homo sapiens			=	2.3	uM	2300	nM	IC50		IC50		=	5.64	InChI=1S/C19H21N3O/c1-14-6-8-15(9-7-14)13-22-17-5-3-2-4-16(17)21-19(22)18-12-20-10-11-23-18/h2-9,18,20H,10-13H2,1H3/t18-/m1/s1	Cc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCO4)cc1
