	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
230	363264	CHEMBL854891	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	15.6	uM	15600	nM	IC50		IC50		=	4.81	InChI=1S/C26H26FN3O4/c1-15(31)28-19-5-2-16-3-7-22(21(16)13-19)30-10-8-18(9-11-30)29-26(33)25-14-23(32)20-6-4-17(27)12-24(20)34-25/h2,4-6,12-14,18,22H,3,7-11H2,1H3,(H,28,31)(H,29,33)	CC(=O)Nc1ccc2CCC(N3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)c2c1
231	363199	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	8.1	uM	8100	nM	IC50		IC50		=	5.09	InChI=1S/C27H36FN3O/c1-3-29(4-2)19-22-5-8-24-18-26(12-9-23(24)17-22)31-16-15-30(20-27(31)32)14-13-21-6-10-25(28)11-7-21/h5-8,10-11,17,26H,3-4,9,12-16,18-20H2,1-2H3/t26-/m0/s1	CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(F)cc4)CC3=O
232	363209	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	3.3	uM	3300	nM	IC50		IC50		=	5.48	InChI=1S/C27H36ClN3O/c1-3-29(4-2)19-22-5-8-24-18-26(12-9-23(24)17-22)31-16-15-30(20-27(31)32)14-13-21-6-10-25(28)11-7-21/h5-8,10-11,17,26H,3-4,9,12-16,18-20H2,1-2H3/t26-/m0/s1	CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(Cl)cc4)CC3=O
233	363215	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	1.7	uM	1700	nM	IC50		IC50		=	5.77	InChI=1S/C28H36F3N3O/c1-3-32(4-2)19-22-8-9-24-18-26(11-10-23(24)16-22)34-15-14-33(20-27(34)35)13-12-21-6-5-7-25(17-21)28(29,30)31/h5-9,16-17,26H,3-4,10-15,18-20H2,1-2H3/t26-/m0/s1	CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4cccc(c4)C(F)(F)F)CC3=O
234	363211	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	3.3	uM	3300	nM	IC50		IC50		=	5.48	InChI=1S/C27H43N3O/c1-3-28(4-2)20-23-10-11-25-19-26(13-12-24(25)18-23)30-17-16-29(21-27(30)31)15-14-22-8-6-5-7-9-22/h10-11,18,22,26H,3-9,12-17,19-21H2,1-2H3/t26-/m0/s1	CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCC4CCCCC4)CC3=O
235	363265	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	13.2	uM	13200	nM	IC50		IC50		=	4.88	InChI=1S/C25H39N3OS/c1-3-26(4-2)18-20-7-8-22-17-23(10-9-21(22)16-20)28-14-13-27(19-25(28)29)12-11-24-6-5-15-30-24/h7-8,16,23-24H,3-6,9-15,17-19H2,1-2H3/t23-,24?/m0/s1	CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCC4CCCS4)CC3=O
236	363268	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	2	uM	2000	nM	IC50		IC50		=	5.70	InChI=1S/C29H35F4N3O/c30-26-6-2-21(3-7-26)9-12-35-15-16-36(28(37)20-35)27-8-5-23-17-22(1-4-24(23)18-27)19-34-13-10-25(11-14-34)29(31,32)33/h1-4,6-7,17,25,27H,5,8-16,18-20H2/t27-/m0/s1	Fc1ccc(CCN2CCN([C@H]3CCc4cc(CN5CCC(CC5)C(F)(F)F)ccc4C3)C(=O)C2)cc1
237	363217	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	4	uM	4000	nM	IC50		IC50		=	5.40	InChI=1S/C26H29FN4O/c27-24-6-2-20(3-7-24)9-11-29-13-14-31(26(32)18-29)25-8-5-22-15-21(1-4-23(22)16-25)17-30-12-10-28-19-30/h1-4,6-7,10,12,15,19,25H,5,8-9,11,13-14,16-18H2/t25-/m0/s1	Fc1ccc(CCN2CCN([C@H]3CCc4cc(Cn5ccnc5)ccc4C3)C(=O)C2)cc1
238	363260	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	11	uM	11000	nM	IC50		IC50		=	4.96	InChI=1S/C27H34FN3O2/c28-25-6-2-21(3-7-25)9-10-29-11-12-31(27(32)20-29)26-8-5-23-17-22(1-4-24(23)18-26)19-30-13-15-33-16-14-30/h1-4,6-7,17,26H,5,8-16,18-20H2/t26-/m0/s1	Fc1ccc(CCN2CCN([C@H]3CCc4cc(CN5CCOCC5)ccc4C3)C(=O)C2)cc1
239	363261	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	13	uM	13000	nM	IC50		IC50		=	4.89	InChI=1S/C28H37FN4O3S/c1-37(35,36)32-15-12-31(13-16-32)20-23-2-5-25-19-27(9-6-24(25)18-23)33-17-14-30(21-28(33)34)11-10-22-3-7-26(29)8-4-22/h2-5,7-8,18,27H,6,9-17,19-21H2,1H3/t27-/m0/s1	CS(=O)(=O)N1CCN(Cc2ccc3C[C@H](CCc3c2)N4CCN(CCc5ccc(F)cc5)CC4=O)CC1
240	363234	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	24	uM	24000	nM	IC50		IC50		=	4.62	InChI=1S/C27H34FN3O3S/c28-25-6-2-21(3-7-25)9-10-29-11-12-31(27(32)20-29)26-8-5-23-17-22(1-4-24(23)18-26)19-30-13-15-35(33,34)16-14-30/h1-4,6-7,17,26H,5,8-16,18-20H2/t26-/m0/s1	Fc1ccc(CCN2CCN([C@H]3CCc4cc(CN5CCS(=O)(=O)CC5)ccc4C3)C(=O)C2)cc1
241	363238	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	25	uM	25000	nM	IC50		IC50		=	4.60	InChI=1S/C29H37FN4O2/c1-22(35)33-15-12-32(13-16-33)20-24-2-5-26-19-28(9-6-25(26)18-24)34-17-14-31(21-29(34)36)11-10-23-3-7-27(30)8-4-23/h2-5,7-8,18,28H,6,9-17,19-21H2,1H3/t28-/m0/s1	CC(=O)N1CCN(Cc2ccc3C[C@H](CCc3c2)N4CCN(CCc5ccc(F)cc5)CC4=O)CC1
242	363242	CHEMBL854894	Inhibition of binding to hERG	Homo sapiens			=	25	uM	25000	nM	IC50		IC50		=	4.60	InChI=1S/C29H39FN4O3/c1-31(2)29(37)27(20-35)32(3)18-22-4-7-24-17-26(11-8-23(24)16-22)34-15-14-33(19-28(34)36)13-12-21-5-9-25(30)10-6-21/h4-7,9-10,16,26-27,35H,8,11-15,17-20H2,1-3H3/t26-,27?/m0/s1	CN(C)C(=O)C(CO)N(C)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(F)cc4)CC3=O
243	361128	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	15.1	uM	15100	nM	IC50		IC50	Potential transcription error	=		InChI=1S/C23H21FN2O5/c24-15-2-3-17-18(27)11-22(31-20(17)10-15)23(28)25-16-5-7-26(8-6-16)12-14-1-4-19-21(9-14)30-13-29-19/h1-4,9-11,16H,5-8,12-13H2,(H,25,28)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3
244	363249	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	5.28	uM	5280	nM	IC50		IC50		=	5.28	InChI=1S/C24H21FN2O4/c25-17-2-3-19-20(28)13-23(31-22(19)12-17)24(29)26-18-5-8-27(9-6-18)14-15-1-4-21-16(11-15)7-10-30-21/h1-4,7,10-13,18H,5-6,8-9,14H2,(H,26,29)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5occc5c4)CC3
245	363253	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	1.37	uM	1370	nM	IC50		IC50		=	5.86	InChI=1S/C24H21FN2O3S/c25-17-2-3-19-20(28)13-22(30-21(19)12-17)24(29)26-18-5-8-27(9-6-18)14-15-1-4-23-16(11-15)7-10-31-23/h1-4,7,10-13,18H,5-6,8-9,14H2,(H,26,29)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5sccc5c4)CC3
246	363243	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	6.08	uM	6080	nM	IC50		IC50		=	5.22	InChI=1S/C24H22FN3O3/c25-17-2-3-19-21(29)13-23(31-22(19)12-17)24(30)27-18-6-9-28(10-7-18)14-15-1-4-20-16(11-15)5-8-26-20/h1-5,8,11-13,18,26H,6-7,9-10,14H2,(H,27,30)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5[nH]ccc5c4)CC3
247	363246	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	2.53	uM	2530	nM	IC50		IC50		=	5.60	InChI=1S/C24H22FN3O3/c25-17-3-4-19-21(29)13-23(31-22(19)12-17)24(30)27-18-6-9-28(10-7-18)14-15-1-2-16-5-8-26-20(16)11-15/h1-5,8,11-13,18,26H,6-7,9-10,14H2,(H,27,30)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5cc[nH]c5c4)CC3
248	363250	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	34.6	uM	34600	nM	IC50		IC50		=	4.46	InChI=1S/C23H20FN3O4/c24-15-2-3-17-19(28)11-22(31-20(17)10-15)23(29)26-16-5-7-27(8-6-16)12-14-1-4-18-21(9-14)30-13-25-18/h1-4,9-11,13,16H,5-8,12H2,(H,26,29)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5ncoc5c4)CC3
249	363228	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	26.7	uM	26700	nM	IC50		IC50		=	4.57	InChI=1S/C25H24FN3O4/c1-2-24-28-19-6-3-15(11-22(19)33-24)14-29-9-7-17(8-10-29)27-25(31)23-13-20(30)18-5-4-16(26)12-21(18)32-23/h3-6,11-13,17H,2,7-10,14H2,1H3,(H,27,31)	CCc1oc2cc(CN3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)ccc2n1
250	363232	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	20	uM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C25H24FN3O4/c1-2-24-28-19-11-15(3-6-21(19)33-24)14-29-9-7-17(8-10-29)27-25(31)23-13-20(30)18-5-4-16(26)12-22(18)32-23/h3-6,11-13,17H,2,7-10,14H2,1H3,(H,27,31)	CCc1oc2ccc(CN3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)cc2n1
251	363236	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	25	uM	25000	nM	IC50		IC50		=	4.60	InChI=1S/C23H20FN3O5/c24-14-2-3-16-18(28)11-21(31-20(16)10-14)22(29)25-15-5-7-27(8-6-15)12-13-1-4-19-17(9-13)26-23(30)32-19/h1-4,9-11,15H,5-8,12H2,(H,25,29)(H,26,30)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OC(=O)Nc5c4)CC3
252	363277	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	85.2	uM	85200	nM	IC50		IC50		=	4.07	InChI=1S/C23H19FN2O6/c24-14-2-3-16-17(27)11-21(30-19(16)10-14)22(28)25-15-5-7-26(8-6-15)12-13-1-4-18-20(9-13)32-23(29)31-18/h1-4,9-11,15H,5-8,12H2,(H,25,28)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OC(=O)Oc5c4)CC3
253	363283	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	5.79	uM	5790	nM	IC50		IC50		=	5.24	InChI=1S/C24H22FN3O5/c25-15-2-3-17-19(29)11-22(33-21(17)10-15)24(31)26-16-5-7-28(8-6-16)12-14-1-4-20-18(9-14)27-23(30)13-32-20/h1-4,9-11,16H,5-8,12-13H2,(H,26,31)(H,27,30)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCC(=O)Nc5c4)CC3
254	363287	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	85.5	uM	85500	nM	IC50		IC50		=	4.07	InChI=1S/C25H22FN3O4/c26-17-4-5-19-21(30)13-23(33-22(19)12-17)25(32)27-18-7-9-29(10-8-18)14-15-1-2-16-3-6-24(31)28-20(16)11-15/h1-6,11-13,18H,7-10,14H2,(H,27,32)(H,28,31)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5C=CC(=O)Nc5c4)CC3
255	363274	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	47.4	uM	47400	nM	IC50		IC50		=	4.32	InChI=1S/C26H24FN3O4/c1-29-21-12-16(2-3-17(21)4-7-25(29)32)15-30-10-8-19(9-11-30)28-26(33)24-14-22(31)20-6-5-18(27)13-23(20)34-24/h2-7,12-14,19H,8-11,15H2,1H3,(H,28,33)	CN1C(=O)C=Cc2ccc(CN3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)cc12
256	363275	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	51.1	uM	51100	nM	IC50		IC50		=	4.29	InChI=1S/C25H21FN2O5/c26-17-4-5-19-20(29)13-23(32-22(19)12-17)25(31)27-18-7-9-28(10-8-18)14-15-1-2-16-3-6-24(30)33-21(16)11-15/h1-6,11-13,18H,7-10,14H2,(H,27,31)	Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5C=CC(=O)Oc5c4)CC3
257	361132	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	47.7	uM	47700	nM	IC50		IC50		=	4.32	InChI=1S/C24H24FN3O4/c1-15(29)26-18-5-2-16(3-6-18)14-28-10-8-19(9-11-28)27-24(31)23-13-21(30)20-7-4-17(25)12-22(20)32-23/h2-7,12-13,19H,8-11,14H2,1H3,(H,26,29)(H,27,31)	CC(=O)Nc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1
258	363281	CHEMBL854890	Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates	Homo sapiens			=	60.7	uM	60700	nM	IC50		IC50		=	4.22	InChI=1S/C24H24FN3O4/c1-15(29)26-19-4-2-3-16(11-19)14-28-9-7-18(8-10-28)27-24(31)23-13-21(30)20-6-5-17(25)12-22(20)32-23/h2-6,11-13,18H,7-10,14H2,1H3,(H,26,29)(H,27,31)	CC(=O)Nc1cccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)c1
259	363386	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	1.8	uM	1800	nM	IC50		IC50		=	5.75	InChI=1S/C27H29FN2O/c1-29(2)18-19-4-5-24-17-26(15-12-23(24)16-19)30(3)27(31)22-8-6-20(7-9-22)21-10-13-25(28)14-11-21/h4-11,13-14,16,26H,12,15,17-18H2,1-3H3/t26-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccc(F)cc4
260	363255	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	2.6	uM	2600	nM	IC50		IC50		=	5.59	InChI=1S/C26H28ClN3O/c1-29(2)17-18-4-5-21-15-24(12-8-20(21)14-18)30(3)26(31)25-13-9-22(16-28-25)19-6-10-23(27)11-7-19/h4-7,9-11,13-14,16,24H,8,12,15,17H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cn3)c4ccc(Cl)cc4
261	363259	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	5.1	uM	5100	nM	IC50		IC50		=	5.29	InChI=1S/C26H28ClN3O/c1-29(2)17-18-4-5-21-15-24(12-8-20(21)14-18)30(3)26(31)22-9-13-25(28-16-22)19-6-10-23(27)11-7-19/h4-7,9-11,13-14,16,24H,8,12,15,17H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(nc3)c4ccc(Cl)cc4
262	363263	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	5.2	uM	5200	nM	IC50		IC50		=	5.28	InChI=1S/C26H28FN3O/c1-29(2)17-18-4-5-21-15-24(12-8-20(21)14-18)30(3)26(31)25-13-9-22(16-28-25)19-6-10-23(27)11-7-19/h4-7,9-11,13-14,16,24H,8,12,15,17H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cn3)c4ccc(F)cc4
263	363241	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	10	uM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C26H28FN3O/c1-29(2)17-18-4-5-21-15-24(12-8-20(21)14-18)30(3)26(31)22-9-13-25(28-16-22)19-6-10-23(27)11-7-19/h4-7,9-11,13-14,16,24H,8,12,15,17H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(nc3)c4ccc(F)cc4
264	363245	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C26H28ClN3O/c1-29(2)17-18-4-5-22-15-24(12-10-21(22)14-18)30(3)26(31)20-8-6-19(7-9-20)25-13-11-23(27)16-28-25/h4-9,11,13-14,16,24H,10,12,15,17H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccc(Cl)cn4
265	363365	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	20	uM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C26H29N3O/c1-28(2)18-19-9-10-22-16-24(13-11-21(22)15-19)29(3)26(30)25-14-12-23(17-27-25)20-7-5-4-6-8-20/h4-10,12,14-15,17,24H,11,13,16,18H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cn3)c4ccccc4
266	363248	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	30	uM	30000	nM	IC50		IC50		=	4.52	InChI=1S/C26H29N3O/c1-28(2)18-19-7-8-23-17-24(14-13-22(23)16-19)29(3)26(30)21-11-9-20(10-12-21)25-6-4-5-15-27-25/h4-12,15-16,24H,13-14,17-18H2,1-3H3/t24-/m0/s1	CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccccn4
267	363230	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	1.8	uM	1800	nM	IC50		IC50		=	5.75	InChI=1S/C30H34FN3O2/c1-32(2)29(35)20-33(3)19-21-5-6-26-18-28(16-13-25(26)17-21)34(4)30(36)24-9-7-22(8-10-24)23-11-14-27(31)15-12-23/h5-12,14-15,17,28H,13,16,18-20H2,1-4H3/t28-/m0/s1	CN(CC(=O)N(C)C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccc(F)cc4
268	363219	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	5	uM	5000	nM	IC50		IC50		=	5.30	InChI=1S/C32H36FN3O2/c1-34(2)32(38)30-5-4-18-36(30)21-22-6-7-27-20-29(17-14-26(27)19-22)35(3)31(37)25-10-8-23(9-11-25)24-12-15-28(33)16-13-24/h6-13,15-16,19,29-30H,4-5,14,17-18,20-21H2,1-3H3/t29-,30-/m0/s1	CN(C)C(=O)[C@@H]1CCCN1Cc2ccc3C[C@H](CCc3c2)N(C)C(=O)c4ccc(cc4)c5ccc(F)cc5
269	363387	CHEMBL854892	Inhibition of binding to hERG	Homo sapiens			=	6.7	uM	6700	nM	IC50		IC50		=	5.17	InChI=1S/C30H33FN4O2/c1-33(29(36)24-6-4-22(5-7-24)23-8-11-27(31)12-9-23)28-13-10-25-18-21(2-3-26(25)19-28)20-34-14-16-35(17-15-34)30(32)37/h2-9,11-12,18,28H,10,13-17,19-20H2,1H3,(H2,32,37)/t28-/m0/s1	CN([C@H]1CCc2cc(CN3CCN(CC3)C(=O)N)ccc2C1)C(=O)c4ccc(cc4)c5ccc(F)cc5
270	363456	CHEMBL907676	Inhibition of hERG expressed in HEK cells by whole cell patch clamp assay	Homo sapiens			=	21	uM	21000	nM	IC50		IC50		=	4.68	InChI=1S/C18H22N4O/c1-3-14-12(2)19-15-10-7-11-16(17(14)15)21-22-18(23)20-13-8-5-4-6-9-13/h4-6,8-9,19H,3,7,10-11H2,1-2H3,(H2,20,22,23)/b21-16+	CCc1c(C)[nH]c2CCC\C(=N/NC(=O)Nc3ccccc3)\c12
271	363464	CHEMBL907684	Inhibition of hERG expressed in HEK cells by whole cell patch clamp assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C18H21N3O2/c1-3-14-12(2)19-15-10-7-11-16(17(14)15)21-23-18(22)20-13-8-5-4-6-9-13/h4-6,8-9,19H,3,7,10-11H2,1-2H3,(H,20,22)/b21-16+	CCc1c(C)[nH]c2CCC\C(=N/OC(=O)Nc3ccccc3)\c12
272	363430	CHEMBL907684	Inhibition of hERG expressed in HEK cells by whole cell patch clamp assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C20H25N3O2/c1-4-15-17(5-2)23(3)18-13-9-12-16(19(15)18)22-25-20(24)21-14-10-7-6-8-11-14/h6-8,10-11H,4-5,9,12-13H2,1-3H3,(H,21,24)/b22-16+	CCc1c(CC)n(C)c2CCC\C(=N/OC(=O)Nc3ccccc3)\c12
273	363794	CHEMBL855968	Inhibition of hERG potassium channel	Homo sapiens			=	36.7	uM	36700	nM	IC50		IC50		=	4.44	InChI=1S/C16H18Cl2N4O2.C2HF3O2/c1-9(13(19)16(23)22-6-2-3-7-22)15-20-14(21-24-15)11-5-4-10(17)8-12(11)18;3-2(4,5)1(6)7/h4-5,8-9,13H,2-3,6-7,19H2,1H3;(H,6,7)/t9-,13-;/m0./s1	C[C@@H]([C@H](N)C(=O)N1CCCC1)c2onc(n2)c3ccc(Cl)cc3Cl.OC(=O)C(F)(F)F
274	363861	CHEMBL855968	Inhibition of hERG potassium channel	Homo sapiens			=	58.5	uM	58500	nM	IC50		IC50		=	4.23	InChI=1S/C20H24F2N4O4S.C2HF3O2/c1-31(28,29)13-4-5-14(16(22)9-13)18-24-19(30-25-18)15(8-11-2-3-11)17(23)20(27)26-7-6-12(21)10-26;3-2(4,5)1(6)7/h4-5,9,11-12,15,17H,2-3,6-8,10,23H2,1H3;(H,6,7)/t12-,15-,17-;/m0./s1	CS(=O)(=O)c1ccc(c(F)c1)c2noc(n2)[C@@H](CC3CC3)[C@H](N)C(=O)N4CC[C@H](F)C4.OC(=O)C(F)(F)F
275	363800	CHEMBL855968	Inhibition of hERG potassium channel	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C17H21ClN4O4S/c1-10(14(19)17(23)22-7-3-4-8-22)16-20-15(21-26-16)12-6-5-11(9-13(12)18)27(2,24)25/h5-6,9-10,14H,3-4,7-8,19H2,1-2H3/t10-,14-/m0/s1	C[C@@H]([C@H](N)C(=O)N1CCCC1)c2onc(n2)c3ccc(cc3Cl)S(=O)(=O)C
276	363848	CHEMBL855968	Inhibition of hERG potassium channel	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C20H25FN4O4S.C2HF3O2/c1-30(27,28)15-6-4-13(5-7-15)18-23-19(29-24-18)16(10-12-2-3-12)17(22)20(26)25-9-8-14(21)11-25;3-2(4,5)1(6)7/h4-7,12,14,16-17H,2-3,8-11,22H2,1H3;(H,6,7)/t14-,16-,17-;/m0./s1	CS(=O)(=O)c1ccc(cc1)c2noc(n2)[C@@H](CC3CC3)[C@H](N)C(=O)N4CC[C@H](F)C4.OC(=O)C(F)(F)F
277	17136	CHEMBL907269	Inhibition of human ERG potassium channel in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C19H22FN3O3/c1-10-8-22(6-5-21-10)15-7-14-16(11(2)17(15)20)18(24)13(19(25)26)9-23(14)12-3-4-12/h7,9-10,12,21H,3-6,8H2,1-2H3,(H,25,26)	CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3c(C)c2F)C4CC4
278	19569	CHEMBL907269	Inhibition of human ERG potassium channel in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	=	56	uM	56000	nM	IC50		IC50	Potential transcription error	=		InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3	CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
279	81683	CHEMBL907269	Inhibition of human ERG potassium channel in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	=	23	uM	23000	nM	IC50		IC50		=	4.64	InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)	CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
280	111185	CHEMBL907269	Inhibition of human ERG potassium channel in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)	OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
281	70014	CHEMBL856827	Displacement of [35S]MK-499 from hERG potassium channel expressed in HEK293 cells	Homo sapiens		HEK293	=	130	nM	130	nM	IC50		IC50		=	6.89	InChI=1S/C20H20N2O/c1-2-4-18(5-3-1)16-23-20-8-6-17(7-9-20)10-15-22-19-11-13-21-14-12-19/h1-9,11-14H,10,15-16H2,(H,21,22)	C(Cc1ccc(OCc2ccccc2)cc1)Nc3ccncc3
282	303951	CHEMBL914485	Inhibition of hERG receptor	Homo sapiens			=	6.1	uM	6100	nM	IC50		IC50		=	5.22	InChI=1S/C28H39N3O4/c1-7-31(8-2)23-14-12-22(13-15-23)29-26(32)28(30(5)27(33)35-19-20(3)4)17-16-21-10-9-11-25(34-6)24(21)18-28/h9-15,20H,7-8,16-19H2,1-6H3,(H,29,32)	CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1
