	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
1146	453170	CHEMBL1022593	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	3	uM	3000	nM	IC50		IC50		=	5.52	InChI=1S/C20H23FN6O/c1-12(2)27-13(3)23-11-18(27)17-8-9-22-20(25-17)24-14-6-7-15(16(21)10-14)19(28)26(4)5/h6-12H,1-5H3,(H,22,24,25)	CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2
4708	65351	CHEMBL2400450	Inhibition of human ERG current by patch clamp assay	Homo sapiens			=	18	uM	18000	nM	IC50		IC50		=	4.75	InChI=1S/C19H22F2N4O3/c1-8-5-24(6-9(2)23-8)17-13(20)15(22)12-16(14(17)21)25(10-3-4-10)7-11(18(12)26)19(27)28/h7-10,23H,3-6,22H2,1-2H3,(H,27,28)/t8-,9+	C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
4063	1440881	CHEMBL2184696	Inhibition of human ERG	Homo sapiens			=	53.5	uM	53500	nM	IC50		IC50		=	4.27	InChI=1S/C19H23N7O/c1-12(25-10-13(11-25)17-20-7-4-8-21-17)16-23-18-15(19(27)24-16)9-22-26(18)14-5-2-3-6-14/h4,7-9,12-14H,2-3,5-6,10-11H2,1H3,(H,23,24,27)/t12-/m1/s1	C[C@@H](N1CC(C1)c2ncccn2)C3=Nc4c(cnn4C5CCCC5)C(=O)N3
6128	1927216	CHEMBL3588589	Inhibition of human ERG	Homo sapiens			=	6.1	uM	6100	nM	IC50		IC50		=	5.22	InChI=1S/C22H20F2N4O2/c1-13-19(11-25-14(2)27-13)30-12-22(15-4-3-5-16(23)8-15)9-18(22)21(29)28-20-7-6-17(24)10-26-20/h3-8,10-11,18H,9,12H2,1-2H3,(H,26,28,29)/t18-,22+/m0/s1	Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc3ccc(F)cn3)c4cccc(F)c4)c(C)n1
1173	561239	CHEMBL1023476	Inhibition human ERG expressed in HEK293 cells assessed as blockade of membrane current by patch clamp method	Homo sapiens		HEK293						IC50	Not Determined	IC50				InChI=1S/C26H27NO4/c1-19-8-10-21(11-9-19)26(30)22-12-14-23(15-13-22)31-24(20-6-4-3-5-7-20)16-17-27(2)18-25(28)29/h3-15,24H,16-18H2,1-2H3,(H,28,29)/t24-/m1/s1	CN(CC[C@@H](Oc1ccc(cc1)C(=O)c2ccc(C)cc2)c3ccccc3)CC(=O)O
672	448159	CHEMBL947435	Inhibition of human ERG in embryonic kidney cells by radioligand-binding competition assay	Homo sapiens			=	7900	nM	7900	nM	IC50		IC50		=	5.10	InChI=1S/C40H45N11O/c1-47(2)20-21-48-22-24-50(25-23-48)40-41-27-34-26-35(30-6-4-3-5-7-30)36(42-37(34)44-40)31-10-8-29(9-11-31)28-49-16-12-32(13-17-49)38-43-39(46-45-38)33-14-18-51(52)19-15-33/h3-11,14-15,18-19,26-27,32H,12-13,16-17,20-25,28H2,1-2H3,(H,43,45,46)	CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8cc[n+]([O-])cc8)cc5
1104	453350	CHEMBL962309	Displacement of [3H]dofetilide from human ERG channel	Homo sapiens			=	3690	nM	3690	nM	IC50		IC50		=	5.43	InChI=1S/C16H18ClNO/c1-11-4-7-14(8-5-11)19-16-10-13(17)6-9-15(16)12(2)18-3/h4-10,12,18H,1-3H3	CNC(C)c1ccc(Cl)cc1Oc2ccc(C)cc2
390	408644	CHEMBL886903	Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane	Homo sapiens			=	6.6	uM	6600	nM	IC50		IC50		=	5.18	InChI=1S/C30H35FN4O5/c1-39-26-16-20(29(37)32-10-15-34-11-2-3-12-34)4-5-21(26)19-35-13-8-23(9-14-35)33-30(38)28-18-25(36)24-7-6-22(31)17-27(24)40-28/h4-7,16-18,23H,2-3,8-15,19H2,1H3,(H,32,37)(H,33,38)	COc1cc(ccc1CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)C(=O)NCCN5CCCC5
4963	1608368	CHEMBL3096731	Inhibition of human ERG channel expressed in HEK293 cells after 15 mins by whole-cell patch clamp technique	Homo sapiens			=	58	nM	58	nM	IC50		IC50		=	7.24	InChI=1S/C19H28ClNO/c1-3-5-6-7-8-15-21(4-2)16-9-10-17-22-19-13-11-18(20)12-14-19/h11-14H,3-8,15-17H2,1-2H3	CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1
3475	1344038	CHEMBL2033832	Inhibition of human Erg expressed in HEK293 cells by whole cell patch clamp analysis	Homo sapiens		HEK293	=	9	uM	9000	nM	IC50		IC50		=	5.05	InChI=1S/C38H48F2N2O3/c1-37(2,3)32-24-28(25-33(35(32)45-7)38(4,5)6)36(44)42-22-20-41(21-23-42)34(43)11-9-8-10-31(26-12-16-29(39)17-13-26)27-14-18-30(40)19-15-27/h12-19,24-25,31H,8-11,20-23H2,1-7H3	COc1c(cc(cc1C(C)(C)C)C(=O)N2CCN(CC2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C(C)(C)C
4258	1512839	CHEMBL2318190	Binding affinity to human ERG	Homo sapiens			>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C24H32F3N3O4/c1-33-21-13-34-5-3-20(21)29-17-7-15-8-18(31)10-23(15,9-17)22(32)30-4-2-19-14(12-30)6-16(11-28-19)24(25,26)27/h6,11,15,17-18,20-21,29,31H,2-5,7-10,12-13H2,1H3/t15-,17+,18+,20?,21?,23-/m0/s1	COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](O)C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F
4301	1512284	CHEMBL2319031	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C19H20N3OP/c1-2-13-22(17-14-20-16-21-15-17)24(23,18-9-5-3-6-10-18)19-11-7-4-8-12-19/h3-12,14-16H,2,13H2,1H3	CCCN(c1cncnc1)P(=O)(c2ccccc2)c3ccccc3
4551	1525990	CHEMBL2338825	Inhibition of human ERG	Homo sapiens			>	32	uM	32000	nM	IC50		IC50		>		InChI=1S/C27H34N6O4/c1-17-15-36-12-10-32(17)25-20-7-8-22(19-6-9-23(35-5)21(14-19)26(34)31(3)4)28-24(20)29-27(30-25)33-11-13-37-16-18(33)2/h6-9,14,17-18H,10-13,15-16H2,1-5H3/t17-,18-/m0/s1	COc1ccc(cc1C(=O)N(C)C)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C
4057	1440832	CHEMBL2186062	Inhibition of human ERG expressed in CHO cells by IonWorks assay	Homo sapiens		CHO	=	26.8	uM	26800	nM	IC50		IC50		=	4.57	InChI=1S/C23H23N5O/c1-15(2)21-22(24)28-23(27-21,18-7-9-20(29-3)10-8-18)19-6-4-5-16(11-19)17-12-25-14-26-13-17/h4-15H,1-3H3,(H2,24,28)	COc1ccc(cc1)C2(N=C(N)C(=N2)C(C)C)c3cccc(c3)c4cncnc4
4571	1523278	CHEMBL2342727	Inhibition of human ERG	Homo sapiens			=	13	uM	13000	nM	IC50		IC50		=	4.89	InChI=1S/C23H26F4N2O/c1-29-10-8-22(9-11-29,17-4-6-19(24)7-5-17)15-30-14-20-12-18(23(25,26)27)13-21(28-20)16-2-3-16/h4-7,12-13,16H,2-3,8-11,14-15H2,1H3	CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4ccc(F)cc4
4371	1520663	CHEMBL2328742	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C13H17N3OS/c14-13-15-11-7-9-1-3-16(5-6-17)4-2-10(9)8-12(11)18-13/h7-8,17H,1-6H2,(H2,14,15)	Nc1nc2cc3CCN(CCO)CCc3cc2s1
5247	1725299	CHEMBL3227234	Inhibition of human ERG	Homo sapiens			=	8.4	uM	8400	nM	IC50		IC50		=	5.08	InChI=1S/C29H32F2N6O3/c1-19-24(10-3-11-32-19)27-33-25-18-37(21-7-2-8-22(14-21)40-29(30)31)34-26(25)28(38)36(27)16-20-6-4-12-35(15-20)17-23-9-5-13-39-23/h2-3,7-8,10-11,14,18,20,23,29H,4-6,9,12-13,15-17H2,1H3/t20-,23+/m0/s1	Cc1ncccc1C2=Nc3cn(nc3C(=O)N2C[C@H]4CCCN(C[C@H]5CCCO5)C4)c6cccc(OC(F)F)c6
6659	2061575	CHEMBL3761659	Inhibition of human ERG expressed in CHO cells by patch plate method	Homo sapiens			>	5	uM	5000	nM	IC50		IC50		>		InChI=1S/C24H31ClFN3/c1-15(29-23-20-3-2-19(25)9-22(20)28-13-21(23)26)4-5-27-14-24-10-16-6-17(11-24)8-18(7-16)12-24/h2-3,9,13,15-18,27H,4-8,10-12,14H2,1H3,(H,28,29)	CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc4c(F)cnc5cc(Cl)ccc45
1314	557263	CHEMBL1062483	Displacement of [3H]dofetilide from human ERG	Homo sapiens			>	16300	nM	16300	nM	IC50		IC50		>		InChI=1S/C18H26N2O/c1-2-15-8-3-4-9-17(15)18(21)20(13-14-6-5-7-14)16-10-11-19-12-16/h3-4,8-9,14,16,19H,2,5-7,10-13H2,1H3/t16-/m0/s1	CCc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3
6479	2036564	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C21H21ClN4O4/c1-19(2)20(9-28-10-20)21(11-29-18(23)26-21)14-7-13(4-6-16(14)30-19)25-17(27)15-5-3-12(22)8-24-15/h3-8H,9-11H2,1-2H3,(H2,23,26)(H,25,27)	CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2C4(COC(=N4)N)C15COC5
6301	1960502	CHEMBL3611641	Binding affinity to human ERG expressed in HEK cells by MK-499 radioligand displacement assay	Homo sapiens			=	2.68	uM	2680	nM	IC50		IC50		=	5.57	InChI=1S/C25H22F4N6O2/c1-15-11-33(14-30-15)21-6-3-16(10-23(21)37-2)19-12-35(32-31-19)22-7-4-17-9-18(26)5-8-20(17)34(24(22)36)13-25(27,28)29/h3,5-6,8-12,14,22H,4,7,13H2,1-2H3	COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5cc(F)ccc5N(CC(F)(F)F)C4=O
6205	1957845	CHEMBL3607786	Inhibition of MK499 binding to human ERG	Homo sapiens			=	1.2	uM	1200	nM	IC50		IC50		=	5.92	InChI=1S/C27H30FN5O4/c1-33(14-17-3-5-21-25(30-17)31-22(34)15-36-21)26-9-11-27(12-10-26,37-16-26)8-7-18-19(28)13-29-20-4-6-23(35-2)32-24(18)20/h3-6,13H,7-12,14-16H2,1-2H3,(H,30,31,34)	COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)N(C)Cc5ccc6OCC(=O)Nc6n5)c2n1
1878	632150	CHEMBL1120514	Displacement of [3H]dofetilide from human ERG	Homo sapiens			=	15300	nM	15300	nM	IC50		IC50		=	4.82	InChI=1S/C19H22F2N2O/c20-19(21)24-18-9-5-4-8-16(18)14-17(15-6-2-1-3-7-15)23-12-10-22-11-13-23/h1-9,17,19,22H,10-14H2	FC(F)Oc1ccccc1CC(N2CCNCC2)c3ccccc3
3445	1343939	CHEMBL2034394	Inhibition of human ERG by IonWorks assay	Homo sapiens			=	6.2	uM	6200	nM	IC50		IC50		=	5.21	InChI=1S/C25H31N3O2/c1-18(2)26-24(29)20-7-5-19(6-8-20)21-9-10-23-22(17-21)11-14-28(25(23)30)16-15-27-12-3-4-13-27/h5-10,17-18H,3-4,11-16H2,1-2H3,(H,26,29)	CC(C)NC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2
1710	620268	CHEMBL1111711	Inhibition of human ERG expressed in CHO cells by automated patch clamp electrophysiology assay	Homo sapiens		CHO	=	13400	nM	13400	nM	IC50		IC50		=	4.87	InChI=1S/C23H25N3O2/c1-16-23(20-4-2-3-5-21(20)24-16)19-12-13-26(15-19)14-18-8-6-17(7-9-18)10-11-22(27)25-28/h2-11,19,24,28H,12-15H2,1H3,(H,25,27)/b11-10+	Cc1[nH]c2ccccc2c1C3CCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3
820	451761	CHEMBL973619	Inhibition of human ERG expressed in CHO cells by Patch clamp assay	Homo sapiens		CHO	=	0.49	uM	490	nM	IC50		IC50		=	6.31	InChI=1S/C25H25ClF3N3O3/c26-19-2-1-3-23(14-19)34-17-24(33)30-20-9-11-31(12-10-20)15-18-8-13-32(16-18)21-4-6-22(7-5-21)35-25(27,28)29/h1-8,13-14,16,20H,9-12,15,17H2,(H,30,33)	FC(F)(F)Oc1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2
5665	1828688	CHEMBL3395554	Inhibition of human ERG channel by planar technique	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C46H56N8O6/c1-25(2)39(51-45(57)59-7)43(55)53-23-27(5)19-37(53)41-47-22-36(50-41)32-15-13-30(14-16-32)29-9-11-31(12-10-29)33-17-18-34-35(21-33)49-42(48-34)38-20-28(6)24-54(38)44(56)40(26(3)4)52-46(58)60-8/h9-18,21-22,25-28,37-40H,19-20,23-24H2,1-8H3,(H,47,50)(H,48,49)(H,51,57)(H,52,58)/t27-,28-,37-,38-,39-,40-/m0/s1	COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C)C[C@H]1c2nc(c[nH]2)c3ccc(cc3)c4ccc(cc4)c5ccc6[nH]c(nc6c5)[C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C
270	363456	CHEMBL907676	Inhibition of hERG expressed in HEK cells by whole cell patch clamp assay	Homo sapiens			=	21	uM	21000	nM	IC50		IC50		=	4.68	InChI=1S/C18H22N4O/c1-3-14-12(2)19-15-10-7-11-16(17(14)15)21-22-18(23)20-13-8-5-4-6-9-13/h4-6,8-9,19H,3,7,10-11H2,1-2H3,(H2,20,22,23)/b21-16+	CCc1c(C)[nH]c2CCC\C(=N/NC(=O)Nc3ccccc3)\c12
1780	72035	CHEMBL1121059	Inhibition of human ERG	Homo sapiens			=	1.4	uM	1400	nM	IC50		IC50		=	5.85	InChI=1S/C29H38FN3O3/c1-20(2)28-23-12-11-22(30)18-21(23)13-14-29(28,36-27(34)19-35-4)15-17-33(3)16-7-10-26-31-24-8-5-6-9-25(24)32-26/h5-6,8-9,11-12,18,20,28H,7,10,13-17,19H2,1-4H3,(H,31,32)/t28-,29-/m0/s1	COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C
3074	1272589	CHEMBL1937493	Inhibition of human ERG by patch-express assay	Homo sapiens			=	20	uM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C20H29N3O2/c1-15-6-4-11-23(15)12-5-13-25-17-9-7-16(8-10-17)18-14-20(2,3)19(24)22-21-18/h7-10,15H,4-6,11-14H2,1-3H3,(H,22,24)/t15-/m1/s1	C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NNC(=O)C(C)(C)C3
6315	1959538	CHEMBL3610078	Inhibition of human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C16H15FN6O2/c1-9-13-19-20-14(15-18-10(2)21-25-15)23(13)8-7-22(9)16(24)11-3-5-12(17)6-4-11/h3-6,9H,7-8H2,1-2H3/t9-/m1/s1	C[C@H]1N(CCn2c1nnc2c3onc(C)n3)C(=O)c4ccc(F)cc4
3336	1335288	CHEMBL2021104	Inhibition of human ERG	Homo sapiens			=	2.87	uM	2870	nM	IC50		IC50		=	5.54	InChI=1S/C24H23F3N6O2/c1-17-11-32(16-28-17)21-9-8-19(10-22(21)35-2)20-13-33(30-29-20)14-23(34)31(15-24(25,26)27)12-18-6-4-3-5-7-18/h3-11,13,16H,12,14-15H2,1-2H3	COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)CC(F)(F)F)nn3
4798	315023	CHEMBL2423441	Inhibition of human ERG expressed in cisapride treated CHO cells by Ion Works assay	Homo sapiens		CHO	=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C25H19NO3S/c27-21-15-23(26-11-13-28-14-12-26)29-24-17(6-3-9-20(21)24)19-8-4-7-18-16-5-1-2-10-22(16)30-25(18)19/h1-10,15H,11-14H2	O=C1C=C(Oc2c1cccc2c3cccc4c5ccccc5sc34)N6CCOCC6
1675	621802	CHEMBL1108768	Displacement of [3H]astemizole from human ERG	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C27H31ClF3N5O3/c28-23-7-2-1-6-22(23)26(39)36-14-12-34(13-15-36)10-11-35-9-8-21(18-35)33-24(37)17-32-25(38)19-4-3-5-20(16-19)27(29,30)31/h1-7,16,21H,8-15,17-18H2,(H,32,38)(H,33,37)/t21-/m1/s1	FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCN3CCN(CC3)C(=O)c4ccccc4Cl)C2
1068	452924	CHEMBL962309	Displacement of [3H]dofetilide from human ERG channel	Homo sapiens			=	900	nM	900	nM	IC50		IC50		=	6.05	InChI=1S/C16H17Cl2NO/c1-11(19(2)3)13-6-4-5-7-16(13)20-12-8-9-14(17)15(18)10-12/h4-11H,1-3H3	CC(N(C)C)c1ccccc1Oc2ccc(Cl)c(Cl)c2
2488	1166770	CHEMBL1810388	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C24H24ClN7O3/c1-35-20-12-16(30-8-10-31(11-9-30)22(34)15-33)5-6-18(20)28-24-27-13-17(25)23(29-24)19-14-26-21-4-2-3-7-32(19)21/h2-7,12-14,33H,8-11,15H2,1H3,(H,27,28,29)	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)CO
3978	1427802	CHEMBL2168489	Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay	Homo sapiens		CHO-K1	=	11	uM	11000	nM	IC50		IC50		=	4.96	InChI=1S/C25H26F3N3O5/c1-24(2,3)36-23(34)30-13-16(14-30)31-20(18-6-4-5-7-19(18)22(31)33)21(32)29-12-15-8-10-17(11-9-15)35-25(26,27)28/h4-11,16,20H,12-14H2,1-3H3,(H,29,32)	CC(C)(C)OC(=O)N1CC(C1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O
2231	1073704	CHEMBL1685382	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	28.9	uM	28900	nM	IC50		IC50		=	4.54	InChI=1S/C17H16F3N5O/c1-11-15(16(26)22-14-6-7-24(2)23-14)21-10-25(11)9-12-4-3-5-13(8-12)17(18,19)20/h3-8,10H,9H2,1-2H3,(H,22,23,26)	Cc1c(ncn1Cc2cccc(c2)C(F)(F)F)C(=O)Nc3ccn(C)n3
963	468952	CHEMBL1033089	Inhibition of human ERG	Homo sapiens			=	655	nM	655	nM	IC50		IC50		=	6.18	InChI=1S/C19H20BrCl2N3O/c20-18-2-1-14(11-23-18)12-25-5-3-13(4-6-25)10-24-19(26)15-7-16(21)9-17(22)8-15/h1-2,7-9,11,13H,3-6,10,12H2,(H,24,26)	Clc1cc(Cl)cc(c1)C(=O)NCC2CCN(Cc3ccc(Br)nc3)CC2
2822	632336	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	20400	nM	20400	nM	IC50		IC50		=	4.69	InChI=1S/C21H25N3S/c1-14-5-4-11-24(14)12-10-17-6-8-19-18(13-17)7-9-20(23-19)21-15(2)22-16(3)25-21/h6-9,13-14H,4-5,10-12H2,1-3H3/t14-/m1/s1	C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(C)nc4C
4050	1440839	CHEMBL2186062	Inhibition of human ERG expressed in CHO cells by IonWorks assay	Homo sapiens		CHO	>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C23H23N5O/c1-14-8-20(9-15(2)21(14)29-4)23(27-16(3)22(24)28-23)19-7-5-6-17(10-19)18-11-25-13-26-12-18/h5-13H,1-4H3,(H2,24,28)	COc1c(C)cc(cc1C)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4
5224	1725027	CHEMBL3227234	Inhibition of human ERG	Homo sapiens			=	8.7	uM	8700	nM	IC50		IC50		=	5.06	InChI=1S/C30H32ClN3O/c1-20(2)33-16-6-8-22(18-33)19-34-29(26-9-5-4-7-21(26)3)32-28-15-12-24(17-27(28)30(34)35)23-10-13-25(31)14-11-23/h4-5,7,9-15,17,20,22H,6,8,16,18-19H2,1-3H3/t22-/m0/s1	CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1
1891	647352	CHEMBL1175788	Displacement of radiolabeled astemizole from human ERG	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C21H24ClN3O2/c22-17-6-8-19(9-7-17)27-20-10-5-16(15-23-20)21(26)25-12-2-11-24(13-14-25)18-3-1-4-18/h5-10,15,18H,1-4,11-14H2	Clc1ccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)cc1
2975	1178677	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	1.2	uM	1200	nM	IC50		IC50		=	5.92	InChI=1S/C25H28F3N5O/c26-25(27,28)18-8-11-22-21(12-18)24(32-31-22)29-13-23(34)30-19-14-33(15-19)20-9-6-17(7-10-20)16-4-2-1-3-5-16/h1-5,8,11-12,17,19-20H,6-7,9-10,13-15H2,(H,30,34)(H2,29,31,32)/t17-,20+	FC(F)(F)c1ccc2[nH]nc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5ccccc5)c2c1
1408	568211	CHEMBL1061741	Inhibition of human ERG expressed in CHO cells by patch-clamp assay	Homo sapiens		CHO	=	4.7	uM	4700	nM	IC50		IC50		=	5.33	InChI=1S/C29H34F3N5O/c1-34-17-18-37(27(21-34)23-5-3-2-4-6-23)28(38)33-25-12-14-35(15-13-25)19-22-11-16-36(20-22)26-9-7-24(8-10-26)29(30,31)32/h2-11,16,20,25,27H,12-15,17-19,21H2,1H3,(H,33,38)	CN1CCN(C(C1)c2ccccc2)C(=O)NC3CCN(Cc4ccn(c4)c5ccc(cc5)C(F)(F)F)CC3
1216	555190	CHEMBL1063190	Inhibition of human ERG expressed in CHO cells by patch clamp assay	Homo sapiens		CHO	=	0.8	uM	800	nM	IC50		IC50		=	6.10	InChI=1S/C30H28F5N5O/c31-25-6-1-22(2-7-25)29(23-3-8-26(32)9-4-23)37-28(41)20-39-15-13-38(14-16-39)18-21-11-12-40(19-21)27-10-5-24(17-36-27)30(33,34)35/h1-12,17,19,29H,13-16,18,20H2,(H,37,41)	Fc1ccc(cc1)C(NC(=O)CN2CCN(Cc3ccn(c3)c4ccc(cn4)C(F)(F)F)CC2)c5ccc(F)cc5
4884	1586893	CHEMBL2444347	Inhibition of human ERG channel expressed in CHO cells by whole cell patch clamp technique	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C20H25NO5S/c1-3-4-14-26-17-10-12-18(13-11-17)27(23,24)21-19(20(22)25-2)15-16-8-6-5-7-9-16/h5-13,19,21H,3-4,14-15H2,1-2H3	CCCCOc1ccc(cc1)S(=O)(=O)NC(Cc2ccccc2)C(=O)OC
4578	1523271	CHEMBL2342727	Inhibition of human ERG	Homo sapiens			=	29	uM	29000	nM	IC50		IC50		=	4.54	InChI=1S/C20H22F4N2O/c1-26-10-7-19(8-11-26,15-2-4-17(21)5-3-15)14-27-13-18-12-16(6-9-25-18)20(22,23)24/h2-6,9,12H,7-8,10-11,13-14H2,1H3	CN1CCC(COCc2cc(ccn2)C(F)(F)F)(CC1)c3ccc(F)cc3
2414	1161839	CHEMBL1803471	Inhibition of human ERG expressed in CHO cells by Q-patch assay	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C20H19ClFN5O/c21-14-3-7-16(8-4-14)24-20-19(13-1-5-15(22)6-2-13)25-17-12-26(18(28)11-23)9-10-27(17)20/h1-8,24H,9-12,23H2	NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4
130	65605	CHEMBL853270	Inhibition of hERG potassium channel in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	=	0.9	nM	0.9	nM	IC50		IC50		=	9.05	InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)	COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1
711	515307	CHEMBL944378	Inhibition of human ERG expressed in CHO cells	Homo sapiens		CHO	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C21H23N3O/c1-22-20(25)19-12-16-11-17(7-8-18(16)24-19)21(9-10-23-14-21)13-15-5-3-2-4-6-15/h2-8,11-12,23-24H,9-10,13-14H2,1H3,(H,22,25)	CNC(=O)c1cc2cc(ccc2[nH]1)C3(Cc4ccccc4)CCNC3
3135	1277224	CHEMBL1948885	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	2	uM	2000	nM	IC50		IC50		=	5.70	InChI=1S/C19H23N3O2/c23-19-12-15(13-20-21-19)14-4-6-17(7-5-14)24-18-8-10-22(11-9-18)16-2-1-3-16/h4-7,12-13,16,18H,1-3,8-11H2,(H,21,23)	O=C1NN=CC(=C1)c2ccc(OC3CCN(CC3)C4CCC4)cc2
2388	1149231	CHEMBL1786160	Displacement of labeled dofetilide from human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C23H35F3N4O3S/c1-15(2)22(6-4-16(12-22)28-17-5-11-33-14-18(17)32-3)20(31)29-7-9-30(10-8-29)21-27-13-19(34-21)23(24,25)26/h13,15-18,28H,4-12,14H2,1-3H3/t16-,17+,18-,22+/m1/s1	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4ncc(s4)C(F)(F)F
